COUNTRY,REG_NAME,PRODUCT,BRANDCODE,PRODUCTCODE,ACCESS_DATE,DATE_VAL,User_hist,User_login,REG_DATE,LAST_LOGIN,BIRTH_YEAR,,DURATION,BOUNCE,PURCHASE,USER_AGE,USER_GENDER,GENDER,USER_ID,USER_HIST,LASTLOGIN
IN,TL,LCD,SAMSUNG,SAMSUNGLCD12,13-01-2017,42748,42574,42590,23-07-2016,08-08-2016,1992,07-03-1992,384,0,1,24,1,M,YYFDBC92,174,158
IN,WB,MICROWAVE,HITACHI,HITACHIMICROWAVE23,01-01-2017,42736,42658,42667,15-10-2016,24-10-2016,1997,06-03-1997,90,0,0,19,1,M,IWLHOU32,78,69
IN,KA,LCD,LG,LGLCD32,12-01-2017,42747,42629,42728,16-09-2016,24-12-2016,1992,17-10-1992,306,0,0,24,1,M,JPXIWE92,118,19
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,03-01-2017,42738,42588,42631,06-08-2016,18-09-2016,1983,19-05-1983,141,0,0,33,1,M,OZFHOB80,150,107
IN,WB,Fridge,HITACHI,HITACHIFridge25,18-01-2017,42753,42622,42649,09-09-2016,06-10-2016,1983,22-09-1983,270,0,1,33,0,F,ITCWNM86,131,104
IN,TN,Mobile,HITACHI,HITACHIMobile21,01-01-2017,42736,42677,42686,03-11-2016,12-11-2016,1989,14-08-1989,423,0,1,27,0,F,DCKGPZ44,59,50
IN,WB,AC,SAMSUNG,SAMSUNGAC14,10-01-2017,42745,42717,42739,13-12-2016,04-01-2017,1995,10-03-1995,279,0,1,21,0,F,CGTXGR98,28,6
IN,KL,Fridge,BLUESTAR,BLUESTARFridge45,14-01-2017,42749,42624,42729,11-09-2016,25-12-2016,1991,04-06-1991,50,0,0,25,0,F,WUFKCA85,125,20
IN,MH,Fridge,HITACHI,HITACHIFridge25,17-01-2017,42752,42565,42669,14-07-2016,26-10-2016,1992,12-09-1992,109,0,0,24,1,M,HZ@VDC35,187,83
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,16-01-2017,42751,42694,42741,20-11-2016,06-01-2017,1988,19-06-1988,479,0,1,28,0,F,QHRNEU15,57,10
IN,KL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,07-01-2017,42742,42667,42726,24-10-2016,22-12-2016,1996,26-03-1996,398,0,1,20,0,F,NRCTAB76,75,16
IN,TN,Mobile,LG,LGMobile31,01-01-2017,42736,42655,42678,12-10-2016,04-11-2016,1985,27-07-1985,204,0,0,31,0,F,CVPJQF15,81,58
IN,WB,Fridge,LG,LGFridge35,07-01-2017,42742,42610,42732,28-08-2016,28-12-2016,1981,07-11-1981,227,0,1,35,0,F,KBGLNY30,132,10
IN,TL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,11-01-2017,42746,42668,42695,25-10-2016,21-11-2016,1989,07-09-1989,397,0,1,27,0,F,JRFDCE19,78,51
IN,KA,Fridge,BLUESTAR,BLUESTARFridge45,19-01-2017,42754,42674,42743,31-10-2016,08-01-2017,1996,22-11-1996,432,0,1,20,1,M,YAEFOW32,80,11
IN,TN,LCD,HITACHI,HITACHILCD22,06-01-2017,42741,42610,42685,28-08-2016,11-11-2016,1986,16-05-1986,449,0,1,30,0,F,TRI@XK90,131,56
IN,MH,AC,HITACHI,HITACHIAC24,08-01-2017,42743,42646,42729,03-10-2016,25-12-2016,1990,23-09-1990,17,0,0,26,0,F,RCO@QW62,97,14
IN,TL,WASH_MACH,LG,LGWASH_MACH36,06-01-2017,42741,42591,42682,09-08-2016,08-11-2016,1996,27-05-1996,433,0,0,20,0,F,CCIWRJ47,150,59
IN,TL,Fridge,SAMSUNG,SAMSUNGFridge15,13-01-2017,42748,42572,42683,21-07-2016,09-11-2016,1988,03-06-1988,239,0,0,28,0,F,KYPSXJ74,176,65
IN,MH,Fridge,SAMSUNG,SAMSUNGFridge15,15-01-2017,42750,42630,42714,17-09-2016,10-12-2016,1990,22-10-1990,398,0,0,26,1,M,PZNGGI39,120,36
IN,TL,Mobile,HITACHI,HITACHIMobile21,01-01-2017,42736,42721,42725,17-12-2016,21-12-2016,1990,07-07-1990,189,0,0,26,1,M,OQVQYN61,15,11
IN,WB,WASH_MACH,HITACHI,HITACHIWASH_MACH26,04-01-2017,42739,42721,42723,17-12-2016,19-12-2016,1997,19-05-1997,245,0,1,19,1,M,HQVDDV95,18,16
IN,TN,AC,HITACHI,HITACHIAC24,08-01-2017,42743,42548,42722,27-06-2016,18-12-2016,1983,07-08-1983,502,0,0,33,1,M,ZIYZ@E99,195,21
IN,KA,AC,LG,LGAC34,04-01-2017,42739,42598,42710,16-08-2016,06-12-2016,1998,26-07-1998,581,0,0,18,1,M,LTZL@X58,141,29
IN,TL,AC,SAMSUNG,SAMSUNGAC14,13-01-2017,42748,42709,42717,05-12-2016,13-12-2016,1994,16-11-1994,68,0,0,22,0,F,AUGNXD23,39,31
IN,KA,Mobile,BLUESTAR,BLUESTARMobile41,16-01-2017,42751,42643,42719,30-09-2016,15-12-2016,1983,28-11-1983,125,0,0,33,1,M,HDYKAS65,108,32
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,11-01-2017,42746,42588,42669,06-08-2016,26-10-2016,1998,28-03-1998,468,0,1,18,0,F,GW@LO@76,158,77
IN,WB,Mobile,BLUESTAR,BLUESTARMobile41,16-01-2017,42751,42750,42750,15-01-2017,15-01-2017,1985,12-11-1985,210,0,1,31,1,M,AFGGYR41,1,1
IN,MH,Mobile,LG,LGMobile31,08-01-2017,42743,42687,42723,13-11-2016,19-12-2016,1998,22-06-1998,316,0,1,18,0,F,JJVTLL29,56,20
IN,KA,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,20-01-2017,42755,42577,42688,26-07-2016,14-11-2016,1989,18-04-1989,227,0,1,27,1,M,ELUBST52,178,67
IN,WB,LCD,LG,LGLCD32,02-01-2017,42737,42679,42713,05-11-2016,09-12-2016,1985,22-03-1985,18,0,0,31,0,F,BJBUHF32,58,24
IN,WB,Mobile,LG,LGMobile31,16-01-2017,42751,42689,42736,15-11-2016,01-01-2017,1983,16-05-1983,384,0,1,33,0,F,QWVWRR52,62,15
IN,TN,Fridge,HITACHI,HITACHIFridge25,02-01-2017,42737,42620,42666,07-09-2016,23-10-2016,1989,12-04-1989,441,0,0,27,0,F,HSO@PS50,117,71
IN,TN,Mobile,BLUESTAR,BLUESTARMobile41,19-01-2017,42754,42683,42729,09-11-2016,25-12-2016,1996,02-03-1996,424,0,1,20,0,F,PJCWIV90,71,25
IN,TL,LCD,BLUESTAR,BLUESTARLCD42,20-01-2017,42755,42572,42579,21-07-2016,28-07-2016,1990,27-03-1990,543,0,1,26,1,M,IALEQZ30,183,176
IN,KA,AC,HITACHI,HITACHIAC24,16-01-2017,42751,42642,42670,29-09-2016,27-10-2016,1986,02-07-1986,595,0,0,30,0,F,VWCTF@28,109,81
IN,TN,WASH_MACH,HITACHI,HITACHIWASH_MACH26,11-01-2017,42746,42600,42620,18-08-2016,07-09-2016,1995,25-05-1995,283,0,0,21,0,F,NCJRLU95,146,126
IN,TN,WASH_MACH,LG,LGWASH_MACH36,11-01-2017,42746,42708,42739,04-12-2016,04-01-2017,1981,18-08-1981,321,0,0,35,1,M,FIOCFO87,38,7
IN,WB,MICROWAVE,LG,LGMICROWAVE33,04-01-2017,42739,42563,42673,12-07-2016,30-10-2016,1981,04-07-1981,268,0,0,35,0,F,GSQMKL45,176,66
IN,TL,AC,BLUESTAR,BLUESTARAC44,02-01-2017,42737,42657,42731,14-10-2016,27-12-2016,1989,12-07-1989,511,0,1,27,1,M,KKIK@K94,80,6
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,13-01-2017,42748,42668,42691,25-10-2016,17-11-2016,1995,01-11-1995,581,0,0,21,1,M,RCEOFI50,80,57
IN,WB,AC,HITACHI,HITACHIAC24,02-01-2017,42737,42544,42601,23-06-2016,19-08-2016,1985,10-10-1985,498,0,0,31,0,F,BAQMBD46,193,136
IN,TL,LCD,SAMSUNG,SAMSUNGLCD12,18-01-2017,42753,42669,42679,26-10-2016,05-11-2016,1987,14-06-1987,142,0,0,29,0,F,LMRUU@71,84,74
IN,KA,Fridge,HITACHI,HITACHIFridge25,16-01-2017,42751,42675,42705,01-11-2016,01-12-2016,1988,19-07-1988,515,0,0,28,1,M,UIVTXA45,76,46
IN,WB,MICROWAVE,HITACHI,HITACHIMICROWAVE23,03-01-2017,42738,42658,42691,15-10-2016,17-11-2016,1989,08-08-1989,57,0,0,27,1,M,NYSSGM43,80,47
IN,TL,AC,SAMSUNG,SAMSUNGAC14,12-01-2017,42747,42730,42736,26-12-2016,01-01-2017,1995,03-03-1995,130,0,0,21,1,M,DQMGVW70,17,11
IN,TL,AC,BLUESTAR,BLUESTARAC44,19-01-2017,42754,42570,42750,19-07-2016,15-01-2017,1989,19-04-1989,35,0,0,27,0,F,NLU@NX73,184,4
IN,KA,LCD,HITACHI,HITACHILCD22,14-01-2017,42749,42559,42712,08-07-2016,08-12-2016,1992,13-07-1992,316,0,0,24,1,M,NYGPPQ35,190,37
IN,KL,Fridge,LG,LGFridge35,11-01-2017,42746,42619,42626,06-09-2016,13-09-2016,1989,20-11-1989,255,0,0,27,0,F,YUHWKW84,127,120
IN,WB,LCD,HITACHI,HITACHILCD22,02-01-2017,42737,42682,42727,08-11-2016,23-12-2016,1994,16-03-1994,330,0,1,22,0,F,PXSEEP54,55,10
IN,MH,Fridge,BLUESTAR,BLUESTARFridge45,20-01-2017,42755,42608,42634,26-08-2016,21-09-2016,1981,08-06-1981,449,0,0,35,0,F,T@ZYJN70,147,121
IN,KL,Mobile,SAMSUNG,SAMSUNGMobile11,12-01-2017,42747,42692,42722,18-11-2016,18-12-2016,1989,05-06-1989,76,0,0,27,0,F,STTDXV28,55,25
IN,TN,LCD,HITACHI,HITACHILCD22,07-01-2017,42742,42604,42605,22-08-2016,23-08-2016,1993,24-03-1993,202,0,0,23,1,M,@RLKND71,138,137
IN,TN,Fridge,SAMSUNG,SAMSUNGFridge15,17-01-2017,42752,42722,42738,18-12-2016,03-01-2017,1995,03-09-1995,493,0,0,21,1,M,YKAOAH95,30,14
IN,TN,MICROWAVE,HITACHI,HITACHIMICROWAVE23,13-01-2017,42748,42710,42717,06-12-2016,13-12-2016,1985,24-09-1985,368,0,1,31,1,M,CVMSOJ19,38,31
IN,TN,Mobile,HITACHI,HITACHIMobile21,15-01-2017,42750,42683,42728,09-11-2016,24-12-2016,1987,15-07-1987,528,0,0,29,0,F,UCYMJD97,67,22
IN,KA,Fridge,HITACHI,HITACHIFridge25,02-01-2017,42737,42669,42670,26-10-2016,27-10-2016,1991,23-03-1991,439,0,1,25,0,F,BRZYEZ60,68,67
IN,KL,WASH_MACH,HITACHI,HITACHIWASH_MACH26,15-01-2017,42750,42735,42749,31-12-2016,14-01-2017,1991,03-05-1991,64,0,0,25,1,M,SZPDVF69,15,1
IN,KL,WASH_MACH,LG,LGWASH_MACH36,03-01-2017,42738,42589,42697,07-08-2016,23-11-2016,1992,01-04-1992,147,0,0,24,1,M,XR@PKQ11,149,41
IN,KL,LCD,BLUESTAR,BLUESTARLCD42,02-01-2017,42737,42612,42649,30-08-2016,06-10-2016,1993,02-05-1993,367,0,1,23,0,F,@LKJK@18,125,88
IN,MH,WASH_MACH,HITACHI,HITACHIWASH_MACH26,06-01-2017,42741,42676,42698,02-11-2016,24-11-2016,1996,20-11-1996,36,0,0,20,0,F,TFZWMO98,65,43
IN,MH,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,15-01-2017,42750,42576,42663,25-07-2016,20-10-2016,1998,07-04-1998,463,0,0,18,0,F,LJQTLT24,174,87
IN,WB,AC,HITACHI,HITACHIAC24,02-01-2017,42737,42567,42707,16-07-2016,03-12-2016,1998,19-03-1998,126,0,0,18,0,F,LRRTFE34,170,30
IN,MH,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,02-01-2017,42737,42583,42673,01-08-2016,30-10-2016,1981,21-03-1981,246,0,1,35,0,F,@QMX@E97,154,64
IN,WB,AC,LG,LGAC34,17-01-2017,42752,42590,42718,08-08-2016,14-12-2016,1993,17-04-1993,520,0,1,23,0,F,PQX@VH49,162,34
IN,MH,AC,LG,LGAC34,03-01-2017,42738,42666,42680,23-10-2016,06-11-2016,1985,07-05-1985,400,0,1,31,1,M,BVJUDH32,72,58
IN,MH,Mobile,SAMSUNG,SAMSUNGMobile11,03-01-2017,42738,42563,42718,12-07-2016,14-12-2016,1998,25-11-1998,132,0,0,18,1,M,AHPKQI76,175,20
IN,KA,Mobile,HITACHI,HITACHIMobile21,01-01-2017,42736,42712,42727,08-12-2016,23-12-2016,1994,16-10-1994,136,0,0,22,0,F,BP@ROE35,24,9
IN,KL,WASH_MACH,HITACHI,HITACHIWASH_MACH26,09-01-2017,42744,42727,42740,23-12-2016,05-01-2017,1987,19-08-1987,417,0,0,29,0,F,HWYMLM25,17,4
IN,WB,Fridge,LG,LGFridge35,08-01-2017,42743,42680,42681,06-11-2016,07-11-2016,1983,01-05-1983,323,0,1,33,1,M,VTGNLH37,63,62
IN,KL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,18-01-2017,42753,42717,42749,13-12-2016,14-01-2017,1990,06-11-1990,513,0,1,26,0,F,AJBRSF74,36,4
IN,TL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,08-01-2017,42743,42730,42735,26-12-2016,31-12-2016,1984,16-09-1984,569,0,0,32,1,M,ZYQNQK50,13,8
IN,WB,AC,BLUESTAR,BLUESTARAC44,15-01-2017,42750,42709,42737,05-12-2016,02-01-2017,1982,26-05-1982,309,0,0,34,0,F,YUZZLZ30,41,13
IN,KL,Mobile,HITACHI,HITACHIMobile21,13-01-2017,42748,42672,42726,29-10-2016,22-12-2016,1998,04-09-1998,199,0,0,18,0,F,LAIJ@J31,76,22
IN,WB,WASH_MACH,LG,LGWASH_MACH36,12-01-2017,42747,42636,42687,23-09-2016,13-11-2016,1994,23-09-1994,574,0,1,22,0,F,VHTPQM32,111,60
IN,MH,AC,LG,LGAC34,09-01-2017,42744,42581,42588,30-07-2016,06-08-2016,1998,11-08-1998,57,0,0,18,0,F,DELGMQ79,163,156
IN,TL,LCD,BLUESTAR,BLUESTARLCD42,15-01-2017,42750,42587,42678,05-08-2016,04-11-2016,1982,18-11-1982,510,0,0,34,0,F,NKMGZI23,163,72
IN,KL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,16-01-2017,42751,42740,42746,05-01-2017,11-01-2017,1981,23-04-1981,58,0,0,35,0,F,@KM@ZI82,11,5
IN,TN,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,04-01-2017,42739,42565,42602,14-07-2016,20-08-2016,1981,03-11-1981,1,1,0,35,0,F,MXRADL76,174,137
IN,WB,Mobile,HITACHI,HITACHIMobile21,13-01-2017,42748,42641,42670,28-09-2016,27-10-2016,1985,17-07-1985,358,0,0,31,0,F,SHYAEV74,107,78
IN,MH,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,15-01-2017,42750,42644,42704,01-10-2016,30-11-2016,1988,17-11-1988,325,0,0,28,1,M,LB@TWO30,106,46
IN,KL,Fridge,LG,LGFridge35,10-01-2017,42745,42667,42730,24-10-2016,26-12-2016,1987,26-07-1987,401,0,1,29,1,M,UBZAXN55,78,15
IN,KA,WASH_MACH,LG,LGWASH_MACH36,14-01-2017,42749,42562,42713,11-07-2016,09-12-2016,1981,08-11-1981,585,0,1,35,0,F,RQ@WBR45,187,36
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,10-01-2017,42745,42558,42649,07-07-2016,06-10-2016,1992,18-09-1992,105,0,0,24,1,M,OMVSZP13,187,96
IN,MH,AC,SAMSUNG,SAMSUNGAC14,19-01-2017,42754,42708,42743,04-12-2016,08-01-2017,1993,19-07-1993,202,0,0,23,0,F,HWTZNP87,46,11
IN,KA,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,14-01-2017,42749,42736,42748,01-01-2017,13-01-2017,1992,27-06-1992,358,0,1,24,1,M,OZ@FP@77,13,1
IN,KL,LCD,SAMSUNG,SAMSUNGLCD12,04-01-2017,42739,42600,42702,18-08-2016,28-11-2016,1982,13-10-1982,225,0,1,34,1,M,MPGDXN96,139,37
IN,KA,MICROWAVE,LG,LGMICROWAVE33,15-01-2017,42750,42719,42738,15-12-2016,03-01-2017,1983,18-08-1983,13,1,0,33,1,M,BESJNK94,31,12
IN,KL,AC,SAMSUNG,SAMSUNGAC14,17-01-2017,42752,42696,42730,22-11-2016,26-12-2016,1989,08-07-1989,566,0,0,27,1,M,XJEJRJ24,56,22
IN,TL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,16-01-2017,42751,42559,42749,08-07-2016,14-01-2017,1989,05-08-1989,122,0,0,27,0,F,CSZGVM34,192,2
IN,KA,Fridge,HITACHI,HITACHIFridge25,17-01-2017,42752,42653,42682,10-10-2016,08-11-2016,1985,04-07-1985,100,0,0,31,1,M,IXSZKC63,99,70
IN,KL,LCD,SAMSUNG,SAMSUNGLCD12,08-01-2017,42743,42604,42674,22-08-2016,31-10-2016,1996,21-06-1996,137,0,0,20,0,F,UAE@JJ21,139,69
IN,MH,WASH_MACH,LG,LGWASH_MACH36,07-01-2017,42742,42727,42739,23-12-2016,04-01-2017,1984,19-08-1984,588,0,0,32,0,F,PWYFRM90,15,3
IN,TN,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,01-01-2017,42736,42694,42713,20-11-2016,09-12-2016,1981,04-06-1981,14,1,0,35,1,M,LCRCAP14,42,23
IN,KA,Mobile,BLUESTAR,BLUESTARMobile41,18-01-2017,42753,42579,42733,28-07-2016,29-12-2016,1990,25-10-1990,341,0,1,26,1,M,KIZUHA73,174,20
IN,MH,LCD,BLUESTAR,BLUESTARLCD42,07-01-2017,42742,42644,42703,01-10-2016,29-11-2016,1986,19-07-1986,589,0,0,30,0,F,CZ@ZEN57,98,39
IN,WB,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,15-01-2017,42750,42602,42718,20-08-2016,14-12-2016,1982,28-03-1982,490,0,1,34,1,M,NJJOGC58,148,32
IN,MH,LCD,SAMSUNG,SAMSUNGLCD12,06-01-2017,42741,42724,42731,20-12-2016,27-12-2016,1990,11-05-1990,429,0,1,26,1,M,AVLWOW26,17,10
IN,TL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,04-01-2017,42739,42616,42731,03-09-2016,27-12-2016,1989,20-09-1989,318,0,1,27,0,F,GXFHCI84,123,8
IN,MH,WASH_MACH,LG,LGWASH_MACH36,16-01-2017,42751,42625,42725,12-09-2016,21-12-2016,1991,14-04-1991,178,0,0,25,1,M,KCHCBF94,126,26
IN,TN,Fridge,HITACHI,HITACHIFridge25,12-01-2017,42747,42652,42721,09-10-2016,17-12-2016,1984,19-03-1984,239,0,0,32,0,F,RUNPNI48,95,26
IN,KA,Mobile,BLUESTAR,BLUESTARMobile41,18-01-2017,42753,42589,42682,07-08-2016,08-11-2016,1988,10-06-1988,306,0,0,28,1,M,XYNEXA75,164,71
IN,MH,Mobile,LG,LGMobile31,17-01-2017,42752,42610,42632,28-08-2016,19-09-2016,1989,11-06-1989,447,0,0,27,1,M,KBVAKV80,142,120
IN,TN,LCD,HITACHI,HITACHILCD22,05-01-2017,42740,42644,42663,01-10-2016,20-10-2016,1989,18-07-1989,460,0,0,27,0,F,GEBPAU66,96,77
IN,TN,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,20-01-2017,42755,42701,42746,27-11-2016,11-01-2017,1998,27-09-1998,24,0,0,18,1,M,NUJHOP34,54,9
IN,MH,Mobile,HITACHI,HITACHIMobile21,16-01-2017,42751,42740,42745,05-01-2017,10-01-2017,1987,08-06-1987,450,0,0,29,1,M,ZXHYSQ71,11,6
IN,TL,AC,BLUESTAR,BLUESTARAC44,12-01-2017,42747,42611,42734,29-08-2016,30-12-2016,1987,10-07-1987,270,0,0,29,1,M,IVIFUI94,136,13
IN,TL,Fridge,LG,LGFridge35,11-01-2017,42746,42569,42668,18-07-2016,25-10-2016,1988,19-10-1988,372,0,0,28,0,F,SOHJXK75,177,78
IN,TN,MICROWAVE,HITACHI,HITACHIMICROWAVE23,18-01-2017,42753,42600,42661,18-08-2016,18-10-2016,1985,18-08-1985,438,0,0,31,1,M,CQUHDD95,153,92
IN,TL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,13-01-2017,42748,42578,42670,27-07-2016,27-10-2016,1992,15-08-1992,456,0,0,24,0,F,OOOCTX62,170,78
IN,MH,Mobile,LG,LGMobile31,15-01-2017,42750,42705,42722,01-12-2016,18-12-2016,1986,22-08-1986,224,0,1,30,1,M,JJAQNQ50,45,28
IN,TL,LCD,HITACHI,HITACHILCD22,14-01-2017,42749,42633,42640,20-09-2016,27-09-2016,1989,02-03-1989,17,0,0,27,0,F,@GCYQJ80,116,109
IN,WB,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,19-01-2017,42754,42614,42646,01-09-2016,03-10-2016,1987,12-08-1987,226,0,0,29,0,F,KCAYPM87,140,108
IN,KA,AC,HITACHI,HITACHIAC24,19-01-2017,42754,42709,42711,05-12-2016,07-12-2016,1982,06-11-1982,20,0,0,34,1,M,QENZYG61,45,43
IN,WB,LCD,HITACHI,HITACHILCD22,05-01-2017,42740,42607,42642,25-08-2016,29-09-2016,1983,13-06-1983,526,0,1,33,1,M,IBZDQG35,133,98
IN,KL,AC,SAMSUNG,SAMSUNGAC14,07-01-2017,42742,42576,42689,25-07-2016,15-11-2016,1984,23-11-1984,133,0,0,32,1,M,HQEHGC76,166,53
IN,TL,Fridge,HITACHI,HITACHIFridge25,01-01-2017,42736,42558,42707,07-07-2016,03-12-2016,1984,09-05-1984,506,0,0,32,1,M,NTOSNX88,178,29
IN,KL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,08-01-2017,42743,42581,42582,30-07-2016,31-07-2016,1994,21-07-1994,332,0,0,22,1,M,HODWWQ16,162,161
IN,KA,MICROWAVE,LG,LGMICROWAVE33,07-01-2017,42742,42576,42585,25-07-2016,03-08-2016,1997,15-07-1997,205,0,1,19,0,F,BKWIVF29,166,157
IN,WB,AC,LG,LGAC34,05-01-2017,42740,42680,42725,06-11-2016,21-12-2016,1994,04-03-1994,285,0,1,22,0,F,KJYNXT23,60,15
IN,WB,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,19-01-2017,42754,42588,42710,06-08-2016,06-12-2016,1985,10-06-1985,90,0,0,31,0,F,OPNVPO48,166,44
IN,TN,LCD,HITACHI,HITACHILCD22,16-01-2017,42751,42669,42728,26-10-2016,24-12-2016,1993,06-04-1993,198,0,0,23,1,M,KADREA27,82,23
IN,KL,AC,SAMSUNG,SAMSUNGAC14,15-01-2017,42750,42690,42718,16-11-2016,14-12-2016,1983,03-09-1983,524,0,1,33,1,M,HYPQZX55,60,32
IN,TN,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,20-01-2017,42755,42748,42754,13-01-2017,19-01-2017,1990,02-10-1990,232,0,0,26,0,F,WM@GND85,7,1
IN,KL,LCD,HITACHI,HITACHILCD22,18-01-2017,42753,42644,42647,01-10-2016,04-10-2016,1982,12-11-1982,488,0,0,34,0,F,CCTOPR92,109,106
IN,WB,MICROWAVE,LG,LGMICROWAVE33,05-01-2017,42740,42543,42627,22-06-2016,14-09-2016,1988,19-04-1988,94,0,0,28,0,F,ODIMJV92,197,113
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,20-01-2017,42755,42675,42681,01-11-2016,07-11-2016,1988,07-08-1988,551,0,1,28,0,F,YIAKWV51,80,74
IN,WB,Fridge,BLUESTAR,BLUESTARFridge45,13-01-2017,42748,42611,42736,29-08-2016,01-01-2017,1996,02-10-1996,462,0,1,20,0,F,PS@NZC59,137,12
IN,KL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,20-01-2017,42755,42666,42751,23-10-2016,16-01-2017,1994,02-10-1994,306,0,1,22,1,M,SHDLHW62,89,4
IN,KL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,01-01-2017,42736,42663,42707,20-10-2016,03-12-2016,1984,19-03-1984,370,0,1,32,0,F,JNBMQB62,73,29
IN,KL,LCD,HITACHI,HITACHILCD22,09-01-2017,42744,42731,42734,27-12-2016,30-12-2016,1983,05-09-1983,416,0,1,33,0,F,SOQHZY93,13,10
IN,MH,MICROWAVE,LG,LGMICROWAVE33,20-01-2017,42755,42754,42754,19-01-2017,19-01-2017,1995,19-10-1995,578,0,0,21,0,F,LQLKBY24,1,1
IN,MH,Fridge,BLUESTAR,BLUESTARFridge45,13-01-2017,42748,42709,42720,05-12-2016,16-12-2016,1984,11-10-1984,589,0,0,32,1,M,MFSO@C61,39,28
IN,TL,AC,HITACHI,HITACHIAC24,19-01-2017,42754,42573,42749,22-07-2016,14-01-2017,1993,13-10-1993,224,0,1,23,1,M,HUMT@E50,181,5
IN,KA,AC,HITACHI,HITACHIAC24,08-01-2017,42743,42733,42735,29-12-2016,31-12-2016,1985,08-11-1985,442,0,0,31,0,F,WFMXJU12,10,8
IN,KL,LCD,BLUESTAR,BLUESTARLCD42,15-01-2017,42750,42730,42744,26-12-2016,09-01-2017,1996,27-11-1996,415,0,0,20,1,M,MWBYU@59,20,6
IN,TL,AC,LG,LGAC34,05-01-2017,42740,42674,42716,31-10-2016,12-12-2016,1987,08-04-1987,87,0,0,29,1,M,XWAJGD36,66,24
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,16-01-2017,42751,42686,42697,12-11-2016,23-11-2016,1989,20-04-1989,227,0,1,27,1,M,LADPZZ22,65,54
IN,TL,WASH_MACH,LG,LGWASH_MACH36,11-01-2017,42746,42650,42679,07-10-2016,05-11-2016,1981,08-07-1981,260,0,0,35,0,F,HSFNDV97,96,67
IN,KL,WASH_MACH,LG,LGWASH_MACH36,14-01-2017,42749,42679,42695,05-11-2016,21-11-2016,1995,11-08-1995,256,0,1,21,1,M,WFYELJ87,70,54
IN,KL,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,12-01-2017,42747,42610,42616,28-08-2016,03-09-2016,1986,06-08-1986,540,0,0,30,1,M,P@AHKE85,137,131
IN,KL,AC,SAMSUNG,SAMSUNGAC14,14-01-2017,42749,42715,42735,11-12-2016,31-12-2016,1996,04-10-1996,140,0,0,20,1,M,I@NRUQ75,34,14
IN,WB,Fridge,HITACHI,HITACHIFridge25,13-01-2017,42748,42578,42681,27-07-2016,07-11-2016,1998,26-04-1998,30,0,0,18,0,F,CMNKHG94,170,67
IN,KA,Mobile,LG,LGMobile31,01-01-2017,42736,42679,42712,05-11-2016,08-12-2016,1982,03-09-1982,388,0,1,34,0,F,QRYLSF38,57,24
IN,KL,WASH_MACH,LG,LGWASH_MACH36,07-01-2017,42742,42723,42723,19-12-2016,19-12-2016,1984,25-10-1984,271,0,0,32,0,F,H@ZNBH17,19,19
IN,KL,AC,SAMSUNG,SAMSUNGAC14,20-01-2017,42755,42727,42743,23-12-2016,08-01-2017,1992,28-06-1992,397,0,0,24,1,M,GFRIQA91,28,12
IN,WB,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,07-01-2017,42742,42576,42652,25-07-2016,09-10-2016,1996,14-07-1996,262,0,1,20,0,F,WFEMNM88,166,90
IN,MH,Fridge,BLUESTAR,BLUESTARFridge45,11-01-2017,42746,42727,42740,23-12-2016,05-01-2017,1986,26-11-1986,55,0,0,30,0,F,NFAWGT30,19,6
